A (base 10)   | A (base 8)       | A (binary)                                     | Output
35184372089447| 1000000000001147 | 1000000000000000000000000000000000001001100111 | 6,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089448| 1000000000001150 | 1000000000000000000000000000000000001001101000 | 2,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089449| 1000000000001151 | 1000000000000000000000000000000000001001101001 | 4,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089450| 1000000000001152 | 1000000000000000000000000000000000001001101010 | 0,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089451| 1000000000001153 | 1000000000000000000000000000000000001001101011 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089452| 1000000000001154 | 1000000000000000000000000000000000001001101100 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089453| 1000000000001155 | 1000000000000000000000000000000000001001101101 | 3,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089454| 1000000000001156 | 1000000000000000000000000000000000001001101110 | 2,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089455| 1000000000001157 | 1000000000000000000000000000000000001001101111 | 6,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089456| 1000000000001160 | 1000000000000000000000000000000000001001110000 | 1,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089457| 1000000000001161 | 1000000000000000000000000000000000001001110001 | 2,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089458| 1000000000001162 | 1000000000000000000000000000000000001001110010 | 4,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089459| 1000000000001163 | 1000000000000000000000000000000000001001110011 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089460| 1000000000001164 | 1000000000000000000000000000000000001001110100 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089461| 1000000000001165 | 1000000000000000000000000000000000001001110101 | 3,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089462| 1000000000001166 | 1000000000000000000000000000000000001001110110 | 2,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089463| 1000000000001167 | 1000000000000000000000000000000000001001110111 | 7,3,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089464| 1000000000001170 | 1000000000000000000000000000000000001001111000 | 0,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089465| 1000000000001171 | 1000000000000000000000000000000000001001111001 | 0,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089466| 1000000000001172 | 1000000000000000000000000000000000001001111010 | 0,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089467| 1000000000001173 | 1000000000000000000000000000000000001001111011 | 7,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089468| 1000000000001174 | 1000000000000000000000000000000000001001111100 | 7,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089469| 1000000000001175 | 1000000000000000000000000000000000001001111101 | 3,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089470| 1000000000001176 | 1000000000000000000000000000000000001001111110 | 2,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089471| 1000000000001177 | 1000000000000000000000000000000000001001111111 | 7,4,4,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089472| 1000000000001200 | 1000000000000000000000000000000000001010000000 | 7,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089473| 1000000000001201 | 1000000000000000000000000000000000001010000001 | 6,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089474| 1000000000001202 | 1000000000000000000000000000000000001010000010 | 4,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089475| 1000000000001203 | 1000000000000000000000000000000000001010000011 | 7,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089476| 1000000000001204 | 1000000000000000000000000000000000001010000100 | 6,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089477| 1000000000001205 | 1000000000000000000000000000000000001010000101 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089478| 1000000000001206 | 1000000000000000000000000000000000001010000110 | 5,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089479| 1000000000001207 | 1000000000000000000000000000000000001010000111 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089480| 1000000000001210 | 1000000000000000000000000000000000001010001000 | 6,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089481| 1000000000001211 | 1000000000000000000000000000000000001010001001 | 4,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089482| 1000000000001212 | 1000000000000000000000000000000000001010001010 | 0,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089483| 1000000000001213 | 1000000000000000000000000000000000001010001011 | 7,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089484| 1000000000001214 | 1000000000000000000000000000000000001010001100 | 6,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089485| 1000000000001215 | 1000000000000000000000000000000000001010001101 | 0,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089486| 1000000000001216 | 1000000000000000000000000000000000001010001110 | 5,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089487| 1000000000001217 | 1000000000000000000000000000000000001010001111 | 0,2,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089488| 1000000000001220 | 1000000000000000000000000000000000001010010000 | 5,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089489| 1000000000001221 | 1000000000000000000000000000000000001010010001 | 2,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089490| 1000000000001222 | 1000000000000000000000000000000000001010010010 | 4,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089491| 1000000000001223 | 1000000000000000000000000000000000001010010011 | 7,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089492| 1000000000001224 | 1000000000000000000000000000000000001010010100 | 6,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089493| 1000000000001225 | 1000000000000000000000000000000000001010010101 | 0,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089494| 1000000000001226 | 1000000000000000000000000000000000001010010110 | 5,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089495| 1000000000001227 | 1000000000000000000000000000000000001010010111 | 1,4,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089496| 1000000000001230 | 1000000000000000000000000000000000001010011000 | 4,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089497| 1000000000001231 | 1000000000000000000000000000000000001010011001 | 0,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089498| 1000000000001232 | 1000000000000000000000000000000000001010011010 | 0,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089499| 1000000000001233 | 1000000000000000000000000000000000001010011011 | 7,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089500| 1000000000001234 | 1000000000000000000000000000000000001010011100 | 6,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089501| 1000000000001235 | 1000000000000000000000000000000000001010011101 | 0,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089502| 1000000000001236 | 1000000000000000000000000000000000001010011110 | 5,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089503| 1000000000001237 | 1000000000000000000000000000000000001010011111 | 1,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089504| 1000000000001240 | 1000000000000000000000000000000000001010100000 | 3,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089505| 1000000000001241 | 1000000000000000000000000000000000001010100001 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089506| 1000000000001242 | 1000000000000000000000000000000000001010100010 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089507| 1000000000001243 | 1000000000000000000000000000000000001010100011 | 7,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089508| 1000000000001244 | 1000000000000000000000000000000000001010100100 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089509| 1000000000001245 | 1000000000000000000000000000000000001010100101 | 0,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089510| 1000000000001246 | 1000000000000000000000000000000000001010100110 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089511| 1000000000001247 | 1000000000000000000000000000000000001010100111 | 2,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089512| 1000000000001250 | 1000000000000000000000000000000000001010101000 | 2,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089513| 1000000000001251 | 1000000000000000000000000000000000001010101001 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089514| 1000000000001252 | 1000000000000000000000000000000000001010101010 | 0,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089515| 1000000000001253 | 1000000000000000000000000000000000001010101011 | 7,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089516| 1000000000001254 | 1000000000000000000000000000000000001010101100 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089517| 1000000000001255 | 1000000000000000000000000000000000001010101101 | 0,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089518| 1000000000001256 | 1000000000000000000000000000000000001010101110 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089519| 1000000000001257 | 1000000000000000000000000000000000001010101111 | 2,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089520| 1000000000001260 | 1000000000000000000000000000000000001010110000 | 1,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089521| 1000000000001261 | 1000000000000000000000000000000000001010110001 | 2,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089522| 1000000000001262 | 1000000000000000000000000000000000001010110010 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089523| 1000000000001263 | 1000000000000000000000000000000000001010110011 | 7,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089524| 1000000000001264 | 1000000000000000000000000000000000001010110100 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089525| 1000000000001265 | 1000000000000000000000000000000000001010110101 | 0,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089526| 1000000000001266 | 1000000000000000000000000000000000001010110110 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089527| 1000000000001267 | 1000000000000000000000000000000000001010110111 | 3,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089528| 1000000000001270 | 1000000000000000000000000000000000001010111000 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089529| 1000000000001271 | 1000000000000000000000000000000000001010111001 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089530| 1000000000001272 | 1000000000000000000000000000000000001010111010 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089531| 1000000000001273 | 1000000000000000000000000000000000001010111011 | 7,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089532| 1000000000001274 | 1000000000000000000000000000000000001010111100 | 6,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089533| 1000000000001275 | 1000000000000000000000000000000000001010111101 | 0,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089534| 1000000000001276 | 1000000000000000000000000000000000001010111110 | 4,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089535| 1000000000001277 | 1000000000000000000000000000000000001010111111 | 3,5,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089536| 1000000000001300 | 1000000000000000000000000000000000001011000000 | 7,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089537| 1000000000001301 | 1000000000000000000000000000000000001011000001 | 6,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089538| 1000000000001302 | 1000000000000000000000000000000000001011000010 | 4,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089539| 1000000000001303 | 1000000000000000000000000000000000001011000011 | 7,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089540| 1000000000001304 | 1000000000000000000000000000000000001011000100 | 6,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089541| 1000000000001305 | 1000000000000000000000000000000000001011000101 | 1,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089542| 1000000000001306 | 1000000000000000000000000000000000001011000110 | 7,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089543| 1000000000001307 | 1000000000000000000000000000000000001011000111 | 4,4,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089544| 1000000000001310 | 1000000000000000000000000000000000001011001000 | 6,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089545| 1000000000001311 | 1000000000000000000000000000000000001011001001 | 4,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089546| 1000000000001312 | 1000000000000000000000000000000000001011001010 | 0,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089547| 1000000000001313 | 1000000000000000000000000000000000001011001011 | 7,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089548| 1000000000001314 | 1000000000000000000000000000000000001011001100 | 6,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089549| 1000000000001315 | 1000000000000000000000000000000000001011001101 | 1,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089550| 1000000000001316 | 1000000000000000000000000000000000001011001110 | 7,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089551| 1000000000001317 | 1000000000000000000000000000000000001011001111 | 4,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089552| 1000000000001320 | 1000000000000000000000000000000000001011010000 | 5,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089553| 1000000000001321 | 1000000000000000000000000000000000001011010001 | 2,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089554| 1000000000001322 | 1000000000000000000000000000000000001011010010 | 4,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089555| 1000000000001323 | 1000000000000000000000000000000000001011010011 | 7,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089556| 1000000000001324 | 1000000000000000000000000000000000001011010100 | 6,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089557| 1000000000001325 | 1000000000000000000000000000000000001011010101 | 1,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089558| 1000000000001326 | 1000000000000000000000000000000000001011010110 | 7,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089559| 1000000000001327 | 1000000000000000000000000000000000001011010111 | 5,0,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089560| 1000000000001330 | 1000000000000000000000000000000000001011011000 | 4,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089561| 1000000000001331 | 1000000000000000000000000000000000001011011001 | 0,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089562| 1000000000001332 | 1000000000000000000000000000000000001011011010 | 0,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089563| 1000000000001333 | 1000000000000000000000000000000000001011011011 | 7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089564| 1000000000001334 | 1000000000000000000000000000000000001011011100 | 6,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089565| 1000000000001335 | 1000000000000000000000000000000000001011011101 | 1,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089566| 1000000000001336 | 1000000000000000000000000000000000001011011110 | 7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089567| 1000000000001337 | 1000000000000000000000000000000000001011011111 | 5,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089568| 1000000000001340 | 1000000000000000000000000000000000001011100000 | 3,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089569| 1000000000001341 | 1000000000000000000000000000000000001011100001 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089570| 1000000000001342 | 1000000000000000000000000000000000001011100010 | 4,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089571| 1000000000001343 | 1000000000000000000000000000000000001011100011 | 7,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089572| 1000000000001344 | 1000000000000000000000000000000000001011100100 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089573| 1000000000001345 | 1000000000000000000000000000000000001011100101 | 1,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089574| 1000000000001346 | 1000000000000000000000000000000000001011100110 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089575| 1000000000001347 | 1000000000000000000000000000000000001011100111 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089576| 1000000000001350 | 1000000000000000000000000000000000001011101000 | 2,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089577| 1000000000001351 | 1000000000000000000000000000000000001011101001 | 4,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089578| 1000000000001352 | 1000000000000000000000000000000000001011101010 | 0,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089579| 1000000000001353 | 1000000000000000000000000000000000001011101011 | 7,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089580| 1000000000001354 | 1000000000000000000000000000000000001011101100 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089581| 1000000000001355 | 1000000000000000000000000000000000001011101101 | 1,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089582| 1000000000001356 | 1000000000000000000000000000000000001011101110 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089583| 1000000000001357 | 1000000000000000000000000000000000001011101111 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089584| 1000000000001360 | 1000000000000000000000000000000000001011110000 | 1,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089585| 1000000000001361 | 1000000000000000000000000000000000001011110001 | 2,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089586| 1000000000001362 | 1000000000000000000000000000000000001011110010 | 4,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089587| 1000000000001363 | 1000000000000000000000000000000000001011110011 | 7,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089588| 1000000000001364 | 1000000000000000000000000000000000001011110100 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089589| 1000000000001365 | 1000000000000000000000000000000000001011110101 | 1,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089590| 1000000000001366 | 1000000000000000000000000000000000001011110110 | 6,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089591| 1000000000001367 | 1000000000000000000000000000000000001011110111 | 7,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089592| 1000000000001370 | 1000000000000000000000000000000000001011111000 | 0,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089593| 1000000000001371 | 1000000000000000000000000000000000001011111001 | 0,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089594| 1000000000001372 | 1000000000000000000000000000000000001011111010 | 0,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089595| 1000000000001373 | 1000000000000000000000000000000000001011111011 | 7,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089596| 1000000000001374 | 1000000000000000000000000000000000001011111100 | 6,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089597| 1000000000001375 | 1000000000000000000000000000000000001011111101 | 1,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089598| 1000000000001376 | 1000000000000000000000000000000000001011111110 | 6,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089599| 1000000000001377 | 1000000000000000000000000000000000001011111111 | 7,5,7,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089600| 1000000000001400 | 1000000000000000000000000000000000001100000000 | 7,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089601| 1000000000001401 | 1000000000000000000000000000000000001100000001 | 6,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089602| 1000000000001402 | 1000000000000000000000000000000000001100000010 | 4,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089603| 1000000000001403 | 1000000000000000000000000000000000001100000011 | 7,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089604| 1000000000001404 | 1000000000000000000000000000000000001100000100 | 5,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089605| 1000000000001405 | 1000000000000000000000000000000000001100000101 | 6,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089606| 1000000000001406 | 1000000000000000000000000000000000001100000110 | 1,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089607| 1000000000001407 | 1000000000000000000000000000000000001100000111 | 0,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089608| 1000000000001410 | 1000000000000000000000000000000000001100001000 | 6,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089609| 1000000000001411 | 1000000000000000000000000000000000001100001001 | 4,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089610| 1000000000001412 | 1000000000000000000000000000000000001100001010 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089611| 1000000000001413 | 1000000000000000000000000000000000001100001011 | 7,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089612| 1000000000001414 | 1000000000000000000000000000000000001100001100 | 5,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089613| 1000000000001415 | 1000000000000000000000000000000000001100001101 | 6,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089614| 1000000000001416 | 1000000000000000000000000000000000001100001110 | 1,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089615| 1000000000001417 | 1000000000000000000000000000000000001100001111 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089616| 1000000000001420 | 1000000000000000000000000000000000001100010000 | 5,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089617| 1000000000001421 | 1000000000000000000000000000000000001100010001 | 2,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089618| 1000000000001422 | 1000000000000000000000000000000000001100010010 | 4,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089619| 1000000000001423 | 1000000000000000000000000000000000001100010011 | 7,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089620| 1000000000001424 | 1000000000000000000000000000000000001100010100 | 5,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089621| 1000000000001425 | 1000000000000000000000000000000000001100010101 | 6,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089622| 1000000000001426 | 1000000000000000000000000000000000001100010110 | 1,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089623| 1000000000001427 | 1000000000000000000000000000000000001100010111 | 1,4,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089624| 1000000000001430 | 1000000000000000000000000000000000001100011000 | 4,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089625| 1000000000001431 | 1000000000000000000000000000000000001100011001 | 0,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089626| 1000000000001432 | 1000000000000000000000000000000000001100011010 | 0,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089627| 1000000000001433 | 1000000000000000000000000000000000001100011011 | 7,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089628| 1000000000001434 | 1000000000000000000000000000000000001100011100 | 5,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089629| 1000000000001435 | 1000000000000000000000000000000000001100011101 | 6,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089630| 1000000000001436 | 1000000000000000000000000000000000001100011110 | 1,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089631| 1000000000001437 | 1000000000000000000000000000000000001100011111 | 1,7,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089632| 1000000000001440 | 1000000000000000000000000000000000001100100000 | 3,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089633| 1000000000001441 | 1000000000000000000000000000000000001100100001 | 6,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089634| 1000000000001442 | 1000000000000000000000000000000000001100100010 | 4,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089635| 1000000000001443 | 1000000000000000000000000000000000001100100011 | 7,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089636| 1000000000001444 | 1000000000000000000000000000000000001100100100 | 5,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089637| 1000000000001445 | 1000000000000000000000000000000000001100100101 | 6,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089638| 1000000000001446 | 1000000000000000000000000000000000001100100110 | 0,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089639| 1000000000001447 | 1000000000000000000000000000000000001100100111 | 2,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089640| 1000000000001450 | 1000000000000000000000000000000000001100101000 | 2,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089641| 1000000000001451 | 1000000000000000000000000000000000001100101001 | 4,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089642| 1000000000001452 | 1000000000000000000000000000000000001100101010 | 0,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089643| 1000000000001453 | 1000000000000000000000000000000000001100101011 | 7,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089644| 1000000000001454 | 1000000000000000000000000000000000001100101100 | 5,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089645| 1000000000001455 | 1000000000000000000000000000000000001100101101 | 6,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089646| 1000000000001456 | 1000000000000000000000000000000000001100101110 | 0,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089647| 1000000000001457 | 1000000000000000000000000000000000001100101111 | 2,3,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089648| 1000000000001460 | 1000000000000000000000000000000000001100110000 | 1,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089649| 1000000000001461 | 1000000000000000000000000000000000001100110001 | 2,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089650| 1000000000001462 | 1000000000000000000000000000000000001100110010 | 4,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089651| 1000000000001463 | 1000000000000000000000000000000000001100110011 | 7,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
